article_id‰full_name‰gender
387256dcef5e1f1680bbeacc55295f02‰María Gabriela Mañueco Pfeiffer‰female
387256dcef5e1f1680bbeacc55295f02‰Arcadio Mateo‰male
e12e596bcb0d06e8cb2386007c9290d4‰Isabel Diges‰female
5b870a127efec9c4cdcef5e4e0fc365b‰Manuel Porcar‰male
83e8b273efa0b57710f08a65523edc6a‰Claud Beelman‰male
e181537cf2fa7ba5233c3016fcf6061d‰Mario Tama‰male
7b0fca00117c9617a6ef6de0d1295913‰John Abeigon‰male
01b3c25f5a03ea6a4169d1c06c324952‰Pierre Keller‰male
01b3c25f5a03ea6a4169d1c06c324952‰Pierre Dumas‰male
3bdea127ee61d8dc849968e059b01a8c‰Ithaisa Suárez‰unknown
3bdea127ee61d8dc849968e059b01a8c‰Hernández Bento‰unknown
e7c111bf7f719f40a636afacd65f7afb‰Marc Pierini‰male
a5d5186ef1f185d6182a93f83646b653‰Rafael Ricardo Guarín‰male
a5d5186ef1f185d6182a93f83646b653‰feng shui‰andy
a5d5186ef1f185d6182a93f83646b653‰Ieoh Ming Pei‰male
a5d5186ef1f185d6182a93f83646b653‰Norman Foster‰male
c49d6de788fc1fe28ac60bb139c54508‰Pere Estupinyà‰male
1a97087acd05c1762a027a5abdacdb1f‰Li Yonghui‰andy
1a97087acd05c1762a027a5abdacdb1f‰Alice Ekman‰female
cfaa7c114d16dd3b283284d1463ff415‰Walter White‰male
9950f2434460f7936bb1a3d526f5182d‰Guillermo de Baskerville‰male
fa6fe3cdccdb4b87d68082a4053c683c‰Primitivo Simón‰male
fa6fe3cdccdb4b87d68082a4053c683c‰José Luis Lorente Oliete‰male
fa6fe3cdccdb4b87d68082a4053c683c‰Pilar Otero‰female
fa6fe3cdccdb4b87d68082a4053c683c‰Adrián Trigo‰male
40842c5108cb484ef668d10e3da8b2fa‰Agustín Cócola‰male
40842c5108cb484ef668d10e3da8b2fa‰Alan Quaglieri‰male
84fbf9c3612f35d7d9f501404c8bed88‰Manuel Hidalgo‰male
84fbf9c3612f35d7d9f501404c8bed88‰José Ramón AguirreEl mejor centro‰male
84fbf9c3612f35d7d9f501404c8bed88‰María Blasco‰female
348449751f7b58b39f4a32e704873cda‰Fernando Artalejo‰male
348449751f7b58b39f4a32e704873cda‰Majid Ezzati‰male
815ed8a087cf82befb7d437aca233461‰Ignasi Ribas‰male
6ddbd6ea54d0bee81a864bf04aef6898‰Julia Vidal‰female
d494240f8f6653eb3c105008f4d91e2e‰Celso Arango‰male
24e91572b92cc7a0127cba1f2bfe9cd6‰Sadiq Khan‰unknown
ee366ae7f3d99bb077c2ce4fa22e41c7‰ácula de Coppola‰unknown
4d81fed3056025701f5a994f997ac9cc‰Federico Steinberg‰male
8a28f8c487b9dbf943b2aa6fe32b92de‰RECÍBELASjavier bellosoMorillo‰unknown
38b5e4dfc7e32b5436a9c5c8e91f7e39‰José García Montalvo‰male
38b5e4dfc7e32b5436a9c5c8e91f7e39‰Julio Rodríguez‰male
c3742182d91e79646fac175201f7c614‰Shin’ya Yamanaka‰unknown
c7756e4ab20a0a775683753c22fe8e23‰Nuria Guillén‰female
c7756e4ab20a0a775683753c22fe8e23‰Bittor Rodríguez‰male
40440f286e1c5a06acce5f697df6e996‰Chris Vickery‰male
bcbec8005db02a7cf26b022abf6a8a63‰Dan Gilbert‰male
df1cadeb1e1903191cb168e3991ef802‰Fabra Joan Corbellà‰unknown
df1cadeb1e1903191cb168e3991ef802‰Matthew Ramírez‰male
df1cadeb1e1903191cb168e3991ef802‰Américo Castro‰male
27c132af44d464ce27e04635196e22a6‰Steve Jobs‰male
dd04fd862c01ddaa6fcb2652c98b8c1c‰Juan Huayca‰male
7087c771469dc6a88d767872d8503a33‰Ognjen Ilic‰male
aa491cf6d31d402d73236d6a6c7d8435‰Vicente Garrido Mayol‰male
c6931f8d46474618fe84fec38518de94‰Fernando Blanco‰male
59ce181a46b0ae1211af5b62808e5dc0‰Melanie Stefan‰female
28f9ecf95d0f0ff5bd535855c5f74767‰Kristof Clerix‰male
28f9ecf95d0f0ff5bd535855c5f74767‰Andrew TestaEsto‰male
69a95596b3e768a16f90dee7f46db6cd‰Albert Mehrabian‰male
69a95596b3e768a16f90dee7f46db6cd‰Amy Cuddy‰female
97a4c239d08d210d1449b97fb9fe3593‰Marcelo Odebrecht‰male
97a4c239d08d210d1449b97fb9fe3593‰Franco Macri‰male
dbc35d584e3ba30f4b1865f0061eefde‰Polly Staple‰female
dbc35d584e3ba30f4b1865f0061eefde‰Katie Guggenheim‰female
7381809fa47fd4a16a66ee8b057a6631‰Manuel Lucas‰male
c2fb2874e61a1f5141db665f50186ab0‰Timothy Garton Ash‰male
58b6bc5928745f33b46c0576c76c88c7‰López Vilchez‰unknown
6bd88251945c3737771c358ab3d1ad0e‰Ningyu Liu‰andy
9c7042e53863e555cda069e5c1167c29‰Jordi Matas Dalmases‰male
d24534bdb851fac3aa67492f4362b21f‰Rafa Benítez‰female
0de7f1aaf5b1127f352a2c44af5ee3c2‰Félix Grases‰male
f1f07ba5096a5019a9a632531fa86c0d‰Haim Dotan‰male
50069168d9ceb76b2e03d3cd179dd77b‰Carlos Lasvi‰male
50069168d9ceb76b2e03d3cd179dd77b‰G Suiler de Morant‰unknown
50069168d9ceb76b2e03d3cd179dd77b‰Mao Zedong‰andy
572039b75d42c542d7bfdab82d98145b‰Manuel Domínguez‰male
6c651cd5698ec17f07a58eee6c8d3223‰Fransois Patrick‰unknown
8b4af12bc004414822af36d48f4ef0d4‰Tony Blair‰male
c959307561c687777d1a34bec4bb550e‰Daniel López Empresario‰male
56563922133deb2462f020f1e5470971‰Joann Fletcher‰female
472e4d0abb0dc3569596a4b4e33f487c‰Agustín Sánchez Lavega‰male
472e4d0abb0dc3569596a4b4e33f487c‰Sánchez Lavega‰unknown
baf85bca9fef3709e7be7528627a5b45‰José Ramóin Pin Arboledas‰male
baf85bca9fef3709e7be7528627a5b45‰Emma Vicente‰female
baf85bca9fef3709e7be7528627a5b45‰ESADE Anna Ginés‰unknown
baf85bca9fef3709e7be7528627a5b45‰Florentino Felgueroso‰male
d08ad501b20b7139bd1f34771551dac2‰Javier Díez‰male
a15c8d6ffce7aa95b48d1c62dad4c119‰Manuel ROMAR?S‰male
6013774fcd68a90b49c75401d059c6be‰Jennifer Wiseman‰female
14ec541d2138f798f883b03db77b09e5‰Joey Boylan‰male
ecbf3ac0c6d7b67b22185fc236d6b567‰Paco Cordero‰male
59bd0f0492bc7d42f226df62b0bad1f7‰Frank McAndrew‰male
1823c933990161300c9b91934e9fd36a‰Ed Rubin‰male
94a60679ee42a438816db6e107b27301‰John Cacioppo‰male
e9de4e7d5b3d123b430fb7baa679474d‰Josep Maria Vilà‰male
c341ef6cee61a1416372e747c4361896‰Kayvon Beykpour‰unknown
c1eb7a422735ac3ce4fa379aca61953b‰Samir E‰male
c1eb7a422735ac3ce4fa379aca61953b‰El Bakraoui‰female
f2c8fe46289203d791d0fe3ba8343ad8‰Katrin Puetz‰female
c4acef061529e429c524af9c63484773‰Michael Keating‰male
affddb2998ab02c84f6fa47611aa7fac‰Hector Minto‰male
affddb2998ab02c84f6fa47611aa7fac‰Stephen Hawking‰male
732b1891c9549f82f44ec5b5a0dc8e97‰Black Mary‰unknown
732b1891c9549f82f44ec5b5a0dc8e97‰Big Mary‰unknown
732b1891c9549f82f44ec5b5a0dc8e97‰Eugene O’Neill‰male
df8e239b01dc3c66b2887646e176ea3c‰Roberto Vélez‰male
861d0fbf23a9ff5e78de44f206e1fd6e‰Enrique Rojas Montes‰male
4c5f90a52ec002fb38b3ca58005b9b41‰F Daganzo‰unknown
de5ce8ca7d424d35c7976b962808c5c1‰Toni Comín‰male
de5ce8ca7d424d35c7976b962808c5c1‰Romà Núñez Lloreda‰female
28c350c7a44ffe487b96ae9fc414ac9c‰Manuel Queiró‰male
fb734a02b2ebd8a2fde960c0253e7a39‰Mark Roglán‰male
fb734a02b2ebd8a2fde960c0253e7a39‰Antoinette Leonino‰female
fb734a02b2ebd8a2fde960c0253e7a39‰Gustave de Rothschild‰male
f5d50c53194ab27bd4c5de696d15541a‰Francesc Nuñez‰male
ee8907b5c7167c3081e82d43f087346b‰Angus Deaton‰male
a3ea7c216e8df321fb91ba17c54c9e11‰Mario Martínez‰male
2cee6fce5b566a9e005c3a230d05af39‰Severus Snape‰unknown
2cee6fce5b566a9e005c3a230d05af39‰Rima Horton‰female
86a069aee8888c5b81a3741acd4c9bcd‰gingseng norcoreano‰unknown
1a9af7d62ee7dec1c099ec70d4260637‰Corinne Torrekens‰female
cdd581457f2205e9d1ea3256d72ffd84‰Ramón J Sender‰male
cdd581457f2205e9d1ea3256d72ffd84‰Clelia Cisternas‰female
55f3aed536d252685a2aa95ef5675b8e‰William von Hippel‰male
b2949b4c9a646a6c3d4d4d6e36a1619f‰Yolanda Portolés‰female
acb9d04c33bc1c72829b9e0f1bcdb8dd‰Gay de Liébana‰male
a9c3c4f5513501f57d6c270673ef40e1‰Parker Pearson‰male
1832c9e7e96f7e9e32ac110ae0824c8f‰Josep Domènech i Estapà‰male
7ee2fe6446338b1a1e859590603dc333‰Marina Subirats‰female
7ee2fe6446338b1a1e859590603dc333‰Luis Enrique Alonso‰male
7ee2fe6446338b1a1e859590603dc333‰Carlos Peláez Paz‰male
db64586a01ceaee41a567c66adb911e6‰Pere Castells‰male
296a62f3a169213bb7c74bf34e4503fb‰Josh Singer‰male
296a62f3a169213bb7c74bf34e4503fb‰Oscar Tom McCarthy‰male
2938459d7513b6c91a460331db96a983‰Brandy Young‰female
5b6266a062ac4e25ca498aa034bfa441‰Jordi BaguéA‰male
a31e1393d40a8918f3fe5f666976d6b4‰Inés Bartina‰female
129c79944ad7fd30ff3926b5eb3d243f‰Ivan de Araujo‰male
e67473f90134df11cdac927281615806‰David M Eagleman‰male
e67473f90134df11cdac927281615806‰Aznar Casanova‰male
6b5b7f6a9077e530e7b769e9028c0d7b‰Lluís Montoliu‰male
f8f411e9103ca0312f2a080bb0811af2‰Josep Plantada Artigas‰male
d14f33783b170c1a2c5dab74bb2ea211‰K Anders Ericsson‰unknown
1614e2cbb976afffeb8898a9e9f3002a‰John Landers‰male
92aa945804abad2a9c89c26432326cde‰Adria LeBoeuf‰female
92aa945804abad2a9c89c26432326cde‰William Morton Wheeler‰male
55f21a33ad67a05fa1bdac7c71cc3885‰Giulio Regeni‰male
5848f50a6fee957f30834df665641c2f‰Antón Costas‰male
543767c70c0b810b6247eb3eb6040277‰Aldina Franco‰female
1f8c4553dced894fe57ce6e01660cba2‰Josep Monserrat‰male
ffaf922830c43646293b573aeb2e26eb‰José Antonio Coderch‰male
ffaf922830c43646293b573aeb2e26eb‰Aleix Barberà‰unknown
ffaf922830c43646293b573aeb2e26eb‰Francesc Saigí‰male
ffaf922830c43646293b573aeb2e26eb‰Sílvia Marín‰female
ffaf922830c43646293b573aeb2e26eb‰Manuel Valls‰male
ffaf922830c43646293b573aeb2e26eb‰J SanchoGuinovart‰unknown
4e5f2254055018911d049920f1cd04f8‰Angela Crean‰female
4e5f2254055018911d049920f1cd04f8‰Anna Koops‰female
4e5f2254055018911d049920f1cd04f8‰Russel Boinduriansky‰male
4e5f2254055018911d049920f1cd04f8‰Eduardo Tizzano‰male
c683e644639c52dd3e19e70951a8e924‰Alicia Rodríguez Díaz-Concha‰female
71393cb505ad48d70dc39ade12576245‰Jordi Duran‰male
71393cb505ad48d70dc39ade12576245‰Hui Won Yun‰andy
71393cb505ad48d70dc39ade12576245‰Richard Guy‰male
0ba991f8c671e634749e308e3ee90dcb‰Víctor Manuel‰male
1090d59ec1b2633cfcab6ee58e0217e7‰David Maniega‰male
1090d59ec1b2633cfcab6ee58e0217e7‰Jose Quevedo‰male
952842af79120ab5957111cd52cc6b6a‰Natalie Soulié‰female
4a674fc53fbb0ed8b41680e3e6131dd4‰Rolf Hömke‰male
4a674fc53fbb0ed8b41680e3e6131dd4‰Gilles Edan del Hospital Universitario de Rennes‰male
5dc06be15cddfa04ef11cf1b96c7e420‰Christina Thöne‰female
01546783af0405d0e6b38695e3112504‰Cristóbal Martínez-Bordiú‰unknown
01546783af0405d0e6b38695e3112504‰María Suelves‰female
0707f770fb0ae9d34e8ed08dc0c590d4‰Eudald Mujal‰unknown
a316429292f30026eb43b1c902bc4092‰Susana Díaz‰female
eaa5e28d6ca852aa01d56e72fe42dca2‰Cliff Oswick‰male
ed874d654e5ffcde8366cf964efa68c7‰Agustí Burgueño, la Saligarda‰male
ed874d654e5ffcde8366cf964efa68c7‰Manuel Blancafort‰male
2e034455dbd92a347d3f1e7465c28620‰Thierry Charlier‰male
2e034455dbd92a347d3f1e7465c28620‰Pol Morillas‰male
0d5e70c43b366d92efa63ab76d86b40b‰Oriol Biosca‰male
d3b9174a3169987174148b57f7b75a51‰Ian Burkhart‰male
d3b9174a3169987174148b57f7b75a51‰Nicholas Annnetta‰male
d3b9174a3169987174148b57f7b75a51‰Chad Bouton‰male
2fe22065bbaa2c10aae64e89533dab8e‰Angelos Syrigos‰male
3fe580149870bc1596cecb927b7ac6ea‰Bin Salman‰andy
f8fbc67d95b80ee09fd3318dfe2d12d1‰David Vallespín‰male
1d35e58001bc303ae3ddb0ad9a7dbb19‰Pin ochet‰andy
7da78f949b14ed8ac0a7d306dead964a‰César Mallorquí‰male
070bf0291198875b84bb38f7f7783c0e‰Margherita Malanchini‰female
052528ad95b80c6d48c5dc42725f0bdc‰Peter Prodromou‰male
052528ad95b80c6d48c5dc42725f0bdc‰Yusuke Hasegawa‰male
1acdea9cd85cddc276488a81801dbf2d‰Niayesh Afshordi‰unknown
3da7c05167b48624e36bc4b1db39a0cf‰Andreas Fahlman‰male
3da7c05167b48624e36bc4b1db39a0cf‰Daniel García‰male
87c6dd9aa493dd024b4cfe3d9769233b‰Arístides Fernández Vallespín‰male
04a29a20a5662d2d79cf01f2bd370efa‰Madre Naturaleza‰unknown
bd66c46f613e2c499ab00c0f6a8e48f8‰Carlos Díaz del Río‰male
bd66c46f613e2c499ab00c0f6a8e48f8‰Francesco Sabatini‰male
bd66c46f613e2c499ab00c0f6a8e48f8‰Manuel de Molina‰male
6672a37f608b3002ae57413bc2ccddbe‰María Martinón-Torres‰female
64d0df447f5ccce2d6cc252001694be3‰Méndez Anaya‰unknown
64d0df447f5ccce2d6cc252001694be3‰Anaya Hernández‰female
64d0df447f5ccce2d6cc252001694be3‰Rodrigo Núñez‰male
64d0df447f5ccce2d6cc252001694be3‰Pablo Montañés‰male
2008d6bf7136feb56d5f3d6c8b79a0f9‰Cameron Webb‰male
e70d6936672a428ebee0c9ce857c72ac‰Rafael Villar‰male
f2389f8eeafc677bad8803fd7bb73298‰Patrick Wardle‰male
5584f6e392ff8765f23d8f6fddcbfcbe‰Céline Álvarez‰unknown
5ee5172e8dde671a8146f85dec7c53f7‰Nuala Byrne‰female
a4350091638903bba9c5833ee58fe097‰Inazo Nitobé‰unknown
a4350091638903bba9c5833ee58fe097‰Taira Shigesuke‰unknown
6d55f5110a6bcd6e13f443946b8a0cd2‰Luis Carrasco‰male
312b16f1d7069d41c04d4137cc75d2ea‰Darien Huss‰male
4bf578cac76d9fee85451497b0d8053a‰Leonard Hofstader‰male
4bf578cac76d9fee85451497b0d8053a‰Johnny Galecki‰male
29be56c9abc2a0aa93d4c14b2e367b9a‰Esteban García‰male
394b79bfb8a97053c9ca2b29745c3010‰Ángel León‰male
f81a9209e7b4ca70aee799c2319a081b‰Kent Moore‰male
522c0d2a33b7330fa08315dbe63aa969‰John W Valley‰male
522c0d2a33b7330fa08315dbe63aa969‰J William Schopf‰unknown
8abb1fae7f4d9a625b72e48daacd9b27‰Tomás García Azcárate‰male
dda0e819490b05f1120c419fcd57f9a0‰Fernando Rodríguez‰male
a2b0a0483e03e0ca1c446bf3328d025e‰Will Rodman‰male
b17a1b8513d364b7d3d7026285bfc54e‰Xiao Li‰andy
af27908e8b62ca8736ea6f51d717dc31‰Publicaciones del Semyr‰unknown
c9fb6e7032c17c685c86dd28cfb727b9‰John R Shaffer‰male
8c81059b5c667eee1a7c53d71b6ad891‰Oriol Castro‰male
8c81059b5c667eee1a7c53d71b6ad891‰Mateu Casañas‰male
8c81059b5c667eee1a7c53d71b6ad891‰Eduard Xatruch‰male
8c81059b5c667eee1a7c53d71b6ad891‰DSTAgE]De Disfrutar‰unknown
8c81059b5c667eee1a7c53d71b6ad891‰Carlos Maribona‰male
fe5e8710d36e31d2d42b4a6b12b5d8d7‰Miguel Ángel Olalla-Tarraga‰male
fe5e8710d36e31d2d42b4a6b12b5d8d7‰Luis R Pertierra‰male
fe5e8710d36e31d2d42b4a6b12b5d8d7‰Pedro Aragón‰male
90e0516669d335413799d6e10464b5aa‰Amparo Alegría‰female
90e0516669d335413799d6e10464b5aa‰Rosaura Farré‰unknown
77a5e8fd404ebda30d76af270290e749‰Sam Ridgway‰male
54ad460a1b60fc6955bebe272dd0cdf3‰Santiago Moll‰male
323a7bd604b2723c7d3fba612444427e‰Mauricio Vuoto‰male
6510660027fbb92e5ca3d889ef44fb23‰Jake Cherry‰male
b85eaa98dd790cac83d02800980a632d‰Bob Lenz‰male
0387e9f9d6b9e9744b4df1d987ebd87a‰Phil Morrison‰male
8c902d7461e22efa966a82a783d5dd2e‰Michael Solomon‰male
026e337dcca1e003d4504e55c0d2ec06‰Ventura Rodríguez‰male
8a21fcae1ccb408e195ba535d3990862‰F G Para‰unknown
7663122e9fe4d8937ac4ae846dc449c5‰Oren Gutfeld‰male
7663122e9fe4d8937ac4ae846dc449c5‰Ahiad Ovadia‰unknown
cd98f7369f138018b1d214ab4d1835d5‰Diodoro de Siculo‰male
55dd2f38803bd709acec37b3147f4fa8‰José Antonio Molina‰male
1627551b61007e2afdad010279b17dff‰Santiago Villanueva‰male
2ab8dd0be7f4386242a41f6ceada8db0‰Peter Turchin‰male
a715f464e762fab71117dc555da1bdf7‰Daniel Hernández Ruipérez‰male
15dbfdac9359944fe45011014b32250d‰Rebecca Gelernter‰female
f84706d387827c592bf36946203751f0‰Fernando Alonso‰male
461f7fa80db7b6f05501b0ade87a24ef‰Ruiz Cía‰unknown
461f7fa80db7b6f05501b0ade87a24ef‰Harry Lorayne‰male
461f7fa80db7b6f05501b0ade87a24ef‰Nacho Ruiz Cía‰male
058692ceaf2748ada1d0386f0d732b7e‰Carlos Fernández‰male
058692ceaf2748ada1d0386f0d732b7e‰Fernando Vallespín‰male
058692ceaf2748ada1d0386f0d732b7e‰Jorge Verstrynge‰male
058692ceaf2748ada1d0386f0d732b7e‰Loris Zanatta‰male
ed45d3403e3d3cad386529b15e79d09f‰Pérez Rodríguez‰unknown
ed45d3403e3d3cad386529b15e79d09f‰Rafael Solaz‰male
08311380c10fd5a487f4f056565152f1‰James Hansen‰male
26b941dd2ab44182fbe0d8c6ed238331‰Guadalupe Cordero‰female
26b941dd2ab44182fbe0d8c6ed238331‰Karina Cervantes‰female
574c1f46e2757d4ee0da51eab0767e90‰David Nievas‰male
574c1f46e2757d4ee0da51eab0767e90‰José Manuel Guerrero‰male
40ed6c39e3e1035c35479b49296f7028‰Rafael Mayoral‰male
45bde233a62fc77a3efd55f15a5d3536‰Gwenaëlle Gèlèoc‰female
3b6077e7688c9fc8710531f2b75349f0‰Millán Astray‰male
3b6077e7688c9fc8710531f2b75349f0‰Luis E Togores‰male
64c27ab4ef2b83322e4a03d4c76de47d‰Alejandra Vallejo-Nágera‰female
f5fa322eafdac1bebb1a51350d0292fa‰Marcel Padrós‰male
33daaa3439b38aabaad43568dfc20fde‰Jorge Cachinero‰male
2c377199946449eead84d2e27fdfb76c‰Fausto Cabrera‰male
5e067623d87851c77b5774bcb5f00cbe‰Suh Hoon‰unknown
cc42b667678006a2c78810584c797745‰Stefanie Jacob‰female
6afa486b31634dad53fb14c36cddc5b7‰María Angélica Forero‰female
e78d577aa4a254b8d0255932df0cc86e‰Marty McFly‰male
e78d577aa4a254b8d0255932df0cc86e‰Francisco Rodríguez Somolinos‰male
61a27e4fb83f900bd4af28592e361e77‰Robert Einhorn‰male
61a27e4fb83f900bd4af28592e361e77‰Thomas Pickering‰male
61a27e4fb83f900bd4af28592e361e77‰Suzanne DiMaggio‰female
875402735310b23f798926fe9a2167bc‰José Antonio Luengo‰male
b953f062ebfd5086b98d8b4cd5a13ea7‰Jeff Bezos‰male
b953f062ebfd5086b98d8b4cd5a13ea7‰Carl Bernstein‰male
c9061407c3f8d210a8dedf98e1eefc9c‰Al Anani‰male
c9061407c3f8d210a8dedf98e1eefc9c‰señor Reeves‰unknown
154d124588e7b02c41d61871fbf7347f‰Anousheh Ansari‰unknown
699b2963bae2e7e5c83c9efd475e2204‰JAVIER OMS‰male
013f2acf382356bbeac640177b04d29b‰Antonio Rosas‰male
7ef094eb2c2a74cc01ec680036c51f97‰Hugo Martínez Abarca‰male
d6c93facf65ccb47d6fbcc00b3cebda5‰Obrum Urbanismo‰unknown
d6c93facf65ccb47d6fbcc00b3cebda5‰López Madrid‰unknown
f6fd55b538b9390aa2c76b25b7b69465‰Alan Jamieson‰male
f99ddf68c5b4665cc21ebd4b53eef6f0‰Asmerom Beraki‰unknown
ae85f7a94a3ff4d1093b81cb4f076ace‰Adolf Tobeña‰male
0d741457be645b3b5ae1aa518c59d8dc‰Juan Luis Arsuaga‰male
0d741457be645b3b5ae1aa518c59d8dc‰José María Bermúdez de Castro‰male
0d741457be645b3b5ae1aa518c59d8dc‰Eudald Carbonell‰unknown
c0d27601cc710be6dc4c69bbbbeaa155‰Ferran Brunet‰male
c0d27601cc710be6dc4c69bbbbeaa155‰Elisenda Paluzie‰female
176d77a752788ed09072641f00153555‰José María Ezquiaga‰male
cb5c274910bc655da9e916d0b7e284cd‰Francisco J Rubia‰male
cdb6714630451a9dddc4996b537b51ff‰José Miguel Elías‰male
d6547f36b31d08402eda18751f85998f‰Lance Armstrong‰male
d6547f36b31d08402eda18751f85998f‰Abraham Olano‰male
ff89ba1f768524a89430fda5d204ec7d‰David Roberts‰male
6c88eaa7f2fe16efc4dd81e9de204847‰Choukri El Hadouchi‰male
6c88eaa7f2fe16efc4dd81e9de204847‰Sara Vallejo‰female
e8336ba1bd8014667f6d6767cff62bd3‰Macharia Munene‰unknown
66e0b84d3e27dc8c7132d7c36e4a2c36‰Sergio Ramos‰male
1bd0f5fd1319e88f26b36baa672df416‰Nachum Ulanovsky‰male
65af3068cae002c07e64d9e65f63fc0d‰González Romojaro‰unknown
65af3068cae002c07e64d9e65f63fc0d‰Kronos Homes‰unknown
d43965ed3f7eade8eddf2143bb6aa8bf‰López Ares‰unknown
e1569046b80ac6d9b6c16f3e15082853‰David Lanzas‰male
e1569046b80ac6d9b6c16f3e15082853‰Laura Mesi‰female
b2df0123669cab9a864fe43808a3b074‰Ibadesa Cat‰unknown
9861e6c9cd084207ca69cc07ed40da19‰Rita Katz‰female
318f5b0c31db328e8065f75b6171ebff‰Adolfo López de Muniain‰male
318f5b0c31db328e8065f75b6171ebff‰Juan Vilchez de la Fé de Valencia‰male
318f5b0c31db328e8065f75b6171ebff‰Francesc Palau‰male
4144e92b308bede924be14b8d7fda60b‰Louise Morrisey‰female
7e66fe50390e767df6b8638d5669d505‰Richard de Willermin‰male
588cf7d8389bf57dcd793597a1c7c9c6‰Pablo Olavide de Sevilla‰male
1882d9c680fbb4a65def5c7696224f75‰Kim Jong-Un‰female
5de526a084948230c685e3fd967d045b‰Santiago Niño Becerra‰male
5de526a084948230c685e3fd967d045b‰Nouriel Roubini‰unknown
5de526a084948230c685e3fd967d045b‰Ramón Llull‰male
7091ac72dfec78329518794acdc9b249‰Manuel Moix‰male
7091ac72dfec78329518794acdc9b249‰Ignacio González‰male
1d427b6a9b09a6e21514aa5bf82f9f49‰Jonah Hauer-King‰male
1d427b6a9b09a6e21514aa5bf82f9f49‰Albus Dumbledore‰unknown
1d427b6a9b09a6e21514aa5bf82f9f49‰Howards End‰unknown
1d427b6a9b09a6e21514aa5bf82f9f49‰Michael Gambon‰male
80f57f531babb5ee5dd3ae00505ac7d8‰Miguel Durán‰male
80f57f531babb5ee5dd3ae00505ac7d8‰José Manuel Moreno‰male
80f57f531babb5ee5dd3ae00505ac7d8‰Carmen Navarro‰female
fc3c01fc7119af861b207e6a6df70a4b‰Lucía Vivar‰female
0b691cccf2d23913971ace0297e1bf4f‰Jin-Soo Kim‰male
0b691cccf2d23913971ace0297e1bf4f‰Shoukhrat Mitalipov‰unknown
b8954a9294a50d29b7a1e59b29f01106‰Ignacio Fernández Toxo‰male
40e4e19d688a9c4534de6c892a008ce8‰Lluis Orriols‰male
a66894514307bd85f4bb663319f12415‰David Chase‰male
92e7695093f015753a063346dd7a941a‰James Gleick‰male
6ef20a50eaeb3a0548ad2806f591fee1‰John Chapman‰male
8aca7c6db7f7ad96a33ded6a2638c266‰Maite Crespo‰female
8aca7c6db7f7ad96a33ded6a2638c266‰Timothy D Wilson‰male
b1df67508db9362362b86337e90a2963‰José Ignacio Doadrio‰male
76bf2ec7f5ba4ca0664aa8edabec37c5‰De la Mata‰andy
016885e34c5889de729a27971b7135ca‰Jordi Sànchez‰male
84f32c4ab16455ace997be764f053cbf‰Carolina Bescansa‰female
6fbc25d7b110c53a82ecb2b8b4e242d4‰José Antonio Caballero‰male
f6b6b9f7d70826927acaa7099e8dde14‰Sterling Nesbitt‰male
f6b6b9f7d70826927acaa7099e8dde14‰Judy Skog‰female
e5f487e122b4cd6cafced074af14e79a‰Carles Feixa‰male
0a03bba70315a8238f0e4f6f83448ac1‰Joan Josep Nuet‰female
29aa270324f0d69e416e27f06c8905bb‰Sherry Turkle‰female
29aa270324f0d69e416e27f06c8905bb‰ANTONIO LUCASSe‰male
29aa270324f0d69e416e27f06c8905bb‰Isabel F Lantigua‰female
e0022dbcc4709427f6903ca5dcbb31bb‰Jordi Pujol‰male
5a7b0c75533b83f9d567a614eda4f816‰José Fernández del Rey‰male
63d18fa47f83aa80434b979bb187ad1e‰Cosa Nostra‰unknown
4016f127c5e9882dd8fefb9a28f0e80e‰Andrew Tingley‰male
e3d801d05cc2f2a75b2c1a1f5cd59e46‰Thiago Monteiro‰unknown
e3d801d05cc2f2a75b2c1a1f5cd59e46‰Winston-SalemLa victoria‰unknown
e3d801d05cc2f2a75b2c1a1f5cd59e46‰Alexander Dolgopolov‰male
6bfb21805e3e9f82e5dab01b98cfb66b‰Gordana Vunjak-Novakovic‰female
6bfb21805e3e9f82e5dab01b98cfb66b‰Valerio Dorrello‰male
6bc20954bec3c9714aaf0db98f05b1b2‰Carlos García‰male
6bc20954bec3c9714aaf0db98f05b1b2‰Roberto Carlos Salguero‰male
eadaf0f75465ab3f169c8a87d150718c‰Fernando Suárez‰male
87449bdadbc1d004271f34c8b2c4442e‰Serrano Suñer Arquitectos‰unknown
b59d9fd6b4171769df43c8a5cafd23f9‰José Manuel Rodríguez Ramos‰male
