article_id‰full_name‰gender
befcb52f0bcd66d9479ef2be8b1fd8c3‰Leticia Martín-Fuertes‰female
befcb52f0bcd66d9479ef2be8b1fd8c3‰Fernando Rodríguez‰male
41014b77dfafa85507f8109d89ac4ae7‰Aranzazu la Casta‰unknown
41014b77dfafa85507f8109d89ac4ae7‰Lorenzo Fernández-Ordóñez‰male
41014b77dfafa85507f8109d89ac4ae7‰García Mercadal‰unknown
41014b77dfafa85507f8109d89ac4ae7‰Porras La Casta Arquitecto‰unknown
41014b77dfafa85507f8109d89ac4ae7‰Fernando Porras Isla-Fernández‰male
29bea60f322a6d4d83a20ba31dd815ef‰Antonio Valdecantos‰male
f97b4189f31a25bc86631e667975f1f9‰Mari Luz Congosto‰female
85b38ec2904ac11fb89bde862dc7e2b5‰Mónica R Goya“En mi opinión‰female
eedae26a40a49e9d85a0a8f86fd974eb‰John Gray‰male
e54320cb715f3b9fd170663fa21a3483‰R Nadie‰unknown
a7b04ee5cf7e23003dc9692af2bf1c4a‰Joaquín Arango‰male
307a65904176373b472bb075de362468‰De la Valleé-Poussin‰andy
307a65904176373b472bb075de362468‰Michael Atiyah‰male
307a65904176373b472bb075de362468‰Ricardo Pérez Marco‰male
307a65904176373b472bb075de362468‰Antonio Córdoba‰male
307a65904176373b472bb075de362468‰David Hilbert‰male
307a65904176373b472bb075de362468‰Bernard Riemann‰male
ec96a8813efc10a6a3bc5fec0a39a94b‰Maurice Obsfeld‰male
ec96a8813efc10a6a3bc5fec0a39a94b‰Bear Stearns‰unknown
ec96a8813efc10a6a3bc5fec0a39a94b‰Gita Gopinath‰female
8673204d43a006b95f3e59b33d6086d6‰Joaquín Garralda‰unknown
b05eeb4c204f662b2e5f777707285b82‰Rodrigo Elías‰male
b05eeb4c204f662b2e5f777707285b82‰Inmaculada Gordillo‰female
b05eeb4c204f662b2e5f777707285b82‰Juan Y Medio La Tarde‰male
075b641b210198c7ed7bf7bdea242927‰Lynis Jones‰unknown
be24c5cbc06c01f77b7e6cd2523d5982‰Ester Perel‰female
be24c5cbc06c01f77b7e6cd2523d5982‰David Spiegelhalter‰male
3b32ec37ae85a614ed8162686864dbd6‰Resurrección Galera‰unknown
3b32ec37ae85a614ed8162686864dbd6‰Johannes Romes‰male
2d045ed6b314be94ad1328a57ead8266‰Ursula Wierer‰female
4e754edbe96ff212308416e32fc35b4d‰Francisco Javier Sáenz de Oiza‰male
4e754edbe96ff212308416e32fc35b4d‰Deliciosa Marta y La Barra‰unknown
534cb110fc77a8125d71b7c9c706a0f3‰José Alberto Alejandre‰male
7b82c1ef6f61501e0cf942922bca896d‰Florentino Felgueroso‰male
33a2f66f79d790f7a6e68e01c8984e4b‰Juan Vicente Aliaga‰male
33a2f66f79d790f7a6e68e01c8984e4b‰Henri Cartier Bresson‰male
0e2a4f6141dec6c0a9676f996a1ff78b‰Damián Ruíz Sinoga‰male
0e2a4f6141dec6c0a9676f996a1ff78b‰María Luisa Gómez‰female
0e2a4f6141dec6c0a9676f996a1ff78b‰Geografía Física‰unknown
57d525a59e54fe024bad541fa36ac14c‰Juan Sisinio Pérez‰male
81407c6edf38e306ec02fdbf4259a94b‰Samantha Vallejo-Nájera‰female
81407c6edf38e306ec02fdbf4259a94b‰Carlos Ríos‰male
81407c6edf38e306ec02fdbf4259a94b‰Teresa Valero‰female
81407c6edf38e306ec02fdbf4259a94b‰Juan Revenga‰male
81407c6edf38e306ec02fdbf4259a94b‰Silvia Romero‰female
a28e909359eecd824a8ec05b3a318862‰Carlos Fernández‰male
ef62013bccbfe929b298a4525f855315‰Dana Reeve‰female
ef62013bccbfe929b298a4525f855315‰Jered Chinnock‰male
ef62013bccbfe929b298a4525f855315‰Christopher Reeve‰male
ef62013bccbfe929b298a4525f855315‰G3onlineLa Fundación Christopher‰unknown
db3596692674249898d20525da76a0e9‰Jordi Camins‰male
24d7c3cc1aecae4bf1caa197ab080244‰Michelle Simmons‰female
24d7c3cc1aecae4bf1caa197ab080244‰Emily Noether‰female
24d7c3cc1aecae4bf1caa197ab080244‰Milagros Sainz‰female
24d7c3cc1aecae4bf1caa197ab080244‰Ana Arribas‰female
24d7c3cc1aecae4bf1caa197ab080244‰Niveen Khashab‰unknown
24d7c3cc1aecae4bf1caa197ab080244‰Marta Macho‰female
24d7c3cc1aecae4bf1caa197ab080244‰María Teresa Ruiz‰female
24d7c3cc1aecae4bf1caa197ab080244‰Nicola Spaldin‰female
24d7c3cc1aecae4bf1caa197ab080244‰Concha Monje‰female
d01920cb749ecbda4982db6c20eba951‰Marylène Patou-Mathis‰unknown
e2f98b48211058f46c2b81909b88cf56‰Nathan Fox‰male
49325bb28755102d16533b7d17403a8c‰Ramón Hanssen‰male
49d209c18c7b27fe235483043bead1ac‰Izaskun Larzabal‰female
210e042546994fb962cb186a849ab0f4‰Piero Leirner‰male
69281f839e4ac0f21d7754e8c3b21cd9‰José Ramón Arias Lanz‰male
69281f839e4ac0f21d7754e8c3b21cd9‰Diego Salazar, Rosycela Díaz‰male
69281f839e4ac0f21d7754e8c3b21cd9‰José Enrique Luongo‰male
69281f839e4ac0f21d7754e8c3b21cd9‰Salazar Pablo Noya‰unknown
fa2601fdafb2078f23e7c1b8d2749003‰Amira Hass‰female
239b6776c17345641d39498cce8abcc9‰Shakespeare Enamorado‰unknown
239b6776c17345641d39498cce8abcc9‰Holly Holliday‰female
2ada1552a9d3f4ff3727504e686aa1ce‰Lana Chang‰female
2ada1552a9d3f4ff3727504e686aa1ce‰Mary Margaret Kreuper‰female
2ada1552a9d3f4ff3727504e686aa1ce‰James de Torrance‰male
2cb6ef563b5b8fcf9e98bbb221cd7894‰Luis F Ruiz-Orejón‰male
2cb6ef563b5b8fcf9e98bbb221cd7894‰Rafael Sardá‰male
2cb6ef563b5b8fcf9e98bbb221cd7894‰Ludwig Salvador de Austria‰male
2cb6ef563b5b8fcf9e98bbb221cd7894‰Juan Ramis‰male
a104d8f3f5687eab33ca6b84f28e23bc‰Beatriz Urigoita‰female
07364be20d0c0752670da847a478c6e6‰Christoph Noelting‰male
24c3dafb152e43fc8ca5fea3a3791e6e‰Natalie Finn‰female
899229b5d1e7ebca1020f6a4313fe825‰José Alfredo‰male
ce2c4c5fc0635fbcf8f77836cb5fe618‰Borja Ferrater FerraterPero‰male
ce2c4c5fc0635fbcf8f77836cb5fe618‰hermanos Torres‰unknown
ce2c4c5fc0635fbcf8f77836cb5fe618‰Carlos Ferrater‰male
224db0cfe751f4e902017215b0844d93‰Enric Ruiz-Geli‰male
224db0cfe751f4e902017215b0844d93‰Santiago Calatrava‰male
4e26027f16fca3b65ecc65a2185deb19‰Steve Marcus‰male
4e26027f16fca3b65ecc65a2185deb19‰Maura Healey‰female
4e26027f16fca3b65ecc65a2185deb19‰Alex Stamos‰male
2975db9b3ac9d0463bf3c2a2a3838cca‰Nicola Fox‰female
2975db9b3ac9d0463bf3c2a2a3838cca‰Eugene Parker‰male
2975db9b3ac9d0463bf3c2a2a3838cca‰Alex Young‰male
0a283aa2d923fc901e2d6b8cfdc98780‰Antoni Gaudí‰male
0a283aa2d923fc901e2d6b8cfdc98780‰Josep Vilalta Delegado‰male
4188cc1bedefc14004f77faa817d19c2‰Josep Bargalló‰male
28451141b123e3cbfe0196f2235ebffe‰Jordi Magentí Gamell‰male
c94d05bc4d2e38d683ed0ec08af519ab‰John Bucher‰male
c94d05bc4d2e38d683ed0ec08af519ab‰Michael Wyde‰male
0c03d7736b098d4d2b39b59aaa9ae2cb‰Alex Stamos‰male
0c03d7736b098d4d2b39b59aaa9ae2cb‰Sheryl Sandberg‰female
0c03d7736b098d4d2b39b59aaa9ae2cb‰Mark Zuckerberg‰male
d5b3c8caf6492eace0b3e3d1beef5eee‰Bernard Souza‰male
d5b3c8caf6492eace0b3e3d1beef5eee‰Beatrice Mutisya‰female
c1105af252f35ff634c57c3a417a0cc6‰Pascual LeoneEnfatiza‰male
c1105af252f35ff634c57c3a417a0cc6‰Álvaro Pascual-Leone‰male
c1105af252f35ff634c57c3a417a0cc6‰David Bartrés-Faz‰male
225600d3299146fe4b18f13f324b466f‰Aleksandr Kogan‰male
4b7426d08fc50597f32799c1d972b4e1‰José Luis Ortiz‰male
c8017bd34cc1faa30cd8af8989e37230‰Chris Boyle‰male
c8017bd34cc1faa30cd8af8989e37230‰Papá Noel‰unknown
40eb79e7e4e88c3cca9322e540ba61b0‰Stuart Russell‰male
40eb79e7e4e88c3cca9322e540ba61b0‰Christian Lifländer‰male
40eb79e7e4e88c3cca9322e540ba61b0‰David Farrell‰male
40eb79e7e4e88c3cca9322e540ba61b0‰Sergio Álvarez- Teleña‰male
40eb79e7e4e88c3cca9322e540ba61b0‰Alissa Johnson‰female
40eb79e7e4e88c3cca9322e540ba61b0‰Aristedes Mahairas‰unknown
f2be0878748e2498e965170e68a026ec‰Ricky Rubio‰male
24f8d5ad3b110adff2d0add9c75cd30c‰Pau Marí-Klose‰male
24f8d5ad3b110adff2d0add9c75cd30c‰Mario ChaparroLos‰male
ad4b25f1e429ec37d8686ff5b3f13b97‰Alicia López de los Mozos‰female
ad4b25f1e429ec37d8686ff5b3f13b97‰Álvarez Conde‰unknown
568a3c3f4a7bdfba43b2e37bc7dfcbcc‰Roanoke Colle‰unknown
7949f90ceb754cf55ad3181014f2a502‰Ricardo Jiménez‰male
7949f90ceb754cf55ad3181014f2a502‰Àngel Cuadras‰male
bb7813c2083ab5c0e71ed72d246ada9f‰Robert Desimone‰male
6c51117a67a4e8d3c3299ef3762ed92e‰Wei-Ping Andrew Lee‰andy
27630d71958c5b5fb379be951f332339‰Jean Paul Kinanga‰male
01bf199c34ac31911e22e530125341ba‰Manuel Hernández Muñiz‰male
01bf199c34ac31911e22e530125341ba‰Carlos Closa‰male
01bf199c34ac31911e22e530125341ba‰José M de Areilza Profesor‰male
01bf199c34ac31911e22e530125341ba‰Herfried Münkler‰male
e61348ddbeba6ffa5a9b379ba603f3e1‰Conrad AS‰male
e61348ddbeba6ffa5a9b379ba603f3e1‰Blackwell SB‰unknown
e61348ddbeba6ffa5a9b379ba603f3e1‰Hansen RG‰andy
d2e76ba06e678665f4bc4dc64bd2698c‰Riccardo Morandi‰male
b7aac19146adaeae1572cdd11b11e701‰By Alexander Ottesen‰unknown
b7aac19146adaeae1572cdd11b11e701‰By John Lord from Edinburgh‰unknown
b7aac19146adaeae1572cdd11b11e701‰Louis Sullivan‰male
b7aac19146adaeae1572cdd11b11e701‰béton brut‰unknown
b7aac19146adaeae1572cdd11b11e701‰Reyner Banham‰unknown
5fd32c5509ae1f7d9b6b3e5d2b22140c‰Jesús Pujol‰male
865e28646ebbfa6c5ef0c3ae803fce67‰Chris Hughes‰male
1a25d5fcbd138bacba345d73b41c2b5e‰Arjen Hoekstra‰male
183da1bfda58fca2c9dd49ce5a60da4f‰Rafael Pampillón‰male
02d9feb43e890d5ba1733fcd56ba24e3‰Xavier Arbós‰male
2f388eb3beb6a6feb5e1458578db6080‰Javier Herrero‰male
ef8f5b07990fa9a205f096f75b68ed7d‰Jennifer Doudna‰female
7e34a31d29139e270da1dd82bfbd97aa‰Huber Institute‰unknown
60ad32ec81f8cce1c028807764017118‰Johns Hopkins‰unknown
60ad32ec81f8cce1c028807764017118‰Nickolas Papadopoulos‰male
e64b18aea3c562b50168024effb4b3bd‰Kristian Haugnes‰male
e64b18aea3c562b50168024effb4b3bd‰Tore Meek‰male
c4c32238e2fc21387de4bf918afc2ce3‰Dirk Schmitz‰male
699d0cdbe73a074b5a4abd7ad0dbf642‰dalái lama‰andy
699d0cdbe73a074b5a4abd7ad0dbf642‰Efe Rob Hogendoorn‰male
ca9a8f97d86ccc6a2b562a745534e046‰Sheng Li et Al‰andy
cc1f31e6ee4f077fd3b1733c0d6ec8d5‰Margrethe Vestager‰female
8f7820a2e5b9923ac6b0d1eafab08a2a‰Gay de Liébana‰male
7a465bf261f4a1a05d50434e883feec9‰Joshua Bandfield‰male
27d896ff8e74c8edfa0a96ff226ebe45‰Xavier Marcet‰male
27d896ff8e74c8edfa0a96ff226ebe45‰Ignasi Alcalde‰male
d5c5e6db9f462a7f7168daa883be8763‰Alvaro Bedoya‰male
d60c23acce76f641958f6c2c0e5f6c58‰Joan Guix‰female
589599557580fa13b4ade197eee5d7f8‰Joan Rubió i Bellver‰female
589599557580fa13b4ade197eee5d7f8‰Lluis Domènech‰male
589599557580fa13b4ade197eee5d7f8‰Lluís Domènech i Montaner‰male
589599557580fa13b4ade197eee5d7f8‰Francesc Roca‰male
589599557580fa13b4ade197eee5d7f8‰Jaume Alenyar‰male
589599557580fa13b4ade197eee5d7f8‰Gaspar Bennàssar‰male
589599557580fa13b4ade197eee5d7f8‰Antoni Gaudí‰male
e99b8223ef3bfc9654b513991911754c‰Michael Flynn‰male
e99b8223ef3bfc9654b513991911754c‰Jeff Sessions‰male
570d6374fcaf13a28fc22e51bfaf5855‰Ferran Lalueza‰male
570d6374fcaf13a28fc22e51bfaf5855‰Logan Paul‰male
f06d5e71b9ee7b7733bde701f64613ca‰Daniel Liviano‰male
f06d5e71b9ee7b7733bde701f64613ca‰Ricard Santomà‰male
2da64fef72166817c3ad3b4c473a45c0‰Bradley Hauer‰male
2e0de6757a39693ab2a83c843a711b2b‰Rhyu Im-joo‰unknown
1d1bc78b579d3969d53c5cca8ae8eb46‰Néstor Guerra‰male
1d1bc78b579d3969d53c5cca8ae8eb46‰Vanessa CasteleiroEl‰female
d4314306c0f612dcb83be9736be87940‰Natasha Ednan-Laperouse‰female
d4314306c0f612dcb83be9736be87940‰Jonathan Brady‰male
9896cf4efddcb310ab335f37fbde71f5‰Ri Sol Ju‰andy
09e8a872618d92848602ec3a44b17eaa‰Craig Federighi‰male
672bde2b9d4a965c4d8dd9c687195dcf‰Xandra Falcó‰female
f75ed5ff2ed41170b4da4cef08e5d1a7‰Bert Blocken‰male
0a77ea4fc46869935127ae0603e923b7‰Santiago Hernández‰male
0a77ea4fc46869935127ae0603e923b7‰José María Fraile‰male
0a77ea4fc46869935127ae0603e923b7‰Jerónimo Gamallo de Cabo‰male
33351ebdb8593b9ec4b9898e830d75de‰María Esther Bueno ArchivoEn sus comienzos‰female
20e2032a604de753e4af363303644d3d‰John Hocevar‰male
df4a396278a12c9802cea7dc799dc12f‰Antoni Rovira i Trias‰male
ddea32e5543b967c60f3592c4ff1dbcb‰Bonanno Pisano‰unknown
73a852fbee9f5db53f5092a688eb9124‰Blanca Lleó‰female
4ebb5658428ee726b4b44548eba5cd0d‰Laura Luelmo‰female
c8bde524520da9e364d1109b7251d6b8‰Pablo Pérez González‰male
c8bde524520da9e364d1109b7251d6b8‰Patrick Kelly‰male
c8bde524520da9e364d1109b7251d6b8‰Ismael Pérez Fournon‰male
eaec210a817c56d7a10a9668e2c822d9‰Christophe Galichet‰male
eaec210a817c56d7a10a9668e2c822d9‰Francis Crick‰male
b92567a356586ba2cad5e238838966d7‰José María Durán‰male
a7b22ecbfd049685592e16b6322d8042‰Vladímir A Kozlov‰male
a7b22ecbfd049685592e16b6322d8042‰Mira Milosevic-Juaristi‰female
794d5c9c33031e6904a7dfd5f2aa975a‰Josep de la Concepció‰male
55b1d1b4ff75cd68f28380c417578ded‰Rogelio Puyol‰male
55b1d1b4ff75cd68f28380c417578ded‰Antonio Abellán‰male
55b1d1b4ff75cd68f28380c417578ded‰Alba Ayala‰female
55b1d1b4ff75cd68f28380c417578ded‰Gerdt Sundström‰male
55b1d1b4ff75cd68f28380c417578ded‰Julio Pérez‰male
d0f5b50ecc883637e2fd580e53250ef8‰Maria Konnikova‰female
1b3df45fbf85e0ac88919cdd0d703522‰Keiko Fujimori‰female
b6a3854a3d3904716ce7f2ab9833687d‰René Magritte‰male
b6a3854a3d3904716ce7f2ab9833687d‰Karl Popper‰male
b6a3854a3d3904716ce7f2ab9833687d‰Jean Clair‰male
f143f8d403981e79da5f743e6277d8dc‰Gay de Liébana‰male
3d477e65a1e2c1d52a6f6a119793960c‰Jean-Louis Guereña‰unknown
3d477e65a1e2c1d52a6f6a119793960c‰barón de Maldá‰male
3d477e65a1e2c1d52a6f6a119793960c‰Barri Gòtic‰male
81dd5866e77b61f1398d6b8628ade22a‰Qing Li‰andy
81dd5866e77b61f1398d6b8628ade22a‰Yoshifumi Miyazaki‰male
43ed007b11ea0a4fe2c305ba7383053d‰Antonio Gutiérrez Blanco‰male
abb2fc228ff3b4654ffbfa88d05a2b95‰Manoj Kumar Sharma‰male
a6b99ab913d802b3bd98167e5e9a22dc‰Barbara Wright‰female
a6b99ab913d802b3bd98167e5e9a22dc‰Phinda Button‰unknown
a6b99ab913d802b3bd98167e5e9a22dc‰Luke Verburgt‰male
a6b99ab913d802b3bd98167e5e9a22dc‰Ian Engelbrecht‰male
086a8d6a9f20ac937df0b6a88f92317d‰Michele Thieme‰female
ba32ea6ff66c4d508f4b27be3c7f023f‰señor Domingo‰unknown
02c9ed70178508e153b38cf11a196294‰Marc Miskin‰male
ff52cc5826f7687998186e211a0815d7‰Pablo Rojo‰male
ff52cc5826f7687998186e211a0815d7‰Luis Prieto‰male
ff52cc5826f7687998186e211a0815d7‰Alfredo Tagarro‰male
4d95e096e886395546dff989d570ad97‰Guadalupe Sabio‰female
2782e435557c230e847664cf8aa3c668‰Emily Rose‰female
b62d3a671b78403c4f7e1f46ea43e23a‰Sandra Cohen‰female
c4afd185807ab03673567dce087264bf‰Antonio Ruiz‰male
c4afd185807ab03673567dce087264bf‰David Leo‰male
9c785990cbb2ebb0e07c6379dd87cfe4‰Peter Galison‰male
9c785990cbb2ebb0e07c6379dd87cfe4‰14 57Todo‰unknown
9c785990cbb2ebb0e07c6379dd87cfe4‰Charles Hailey‰male
9c785990cbb2ebb0e07c6379dd87cfe4‰Agustín Sabio Vera‰male
9c785990cbb2ebb0e07c6379dd87cfe4‰José Luis Fernánde Barbón‰male
2f7e6b20acc233a644e3c1fef8660721‰Keith Joung‰male
2b3676386013bd33daa4ba355090a3e8‰Ángel M Segura‰male
2b3676386013bd33daa4ba355090a3e8‰Lluís Cardona‰male
2b3676386013bd33daa4ba355090a3e8‰Valentina Franco Trecu‰female
2b3676386013bd33daa4ba355090a3e8‰Massimiliano Drago‰male
2b3676386013bd33daa4ba355090a3e8‰Enrique M González‰male
2b3676386013bd33daa4ba355090a3e8‰Àlex Aguilar‰male
5fc0e770df8bdea5304773d848fe6f69‰Laurence Tubiana‰female
0ead2f222728fe2264cc2e6008082132‰Norman Foster‰male
0ead2f222728fe2264cc2e6008082132‰Santiago Calatrava‰male
8f2801c27cba69ac730a408406227058‰Kevin Verstrepen‰male
8f2801c27cba69ac730a408406227058‰Philippe Malcorps‰male
162fb4bbc5d35642910050810d844bb9‰Irwin Cheah‰male
162fb4bbc5d35642910050810d844bb9‰Lei Feng‰andy
633eb8f26d74fcf9a18b667835b1df49‰Abhishek Srivastava‰unknown
e1daa490bd7182bd212809b6ccdd8dc0‰Miguel Ángel Martínez‰male
1f3bd8952e3669fd475cc55f4e1a3787‰Paola Gugliotta‰female
d4647ca3bc0e0cba84f33cb970bf91e9‰Beatriz Robles‰female
d4647ca3bc0e0cba84f33cb970bf91e9‰Gemma del Caño‰female
3219432d6f10dd1c8b90db8df54bbdc9‰Stéphanie Panichelli-Batalla‰female
3219432d6f10dd1c8b90db8df54bbdc9‰Reinaldo Arenas‰male
25dd483ef1c94cfee04aca56e253163e‰Tiffani Shadell Lankford‰andy
852e6e051aad9793e4650c429e0ef694‰Mariano Hidalgo‰male
852e6e051aad9793e4650c429e0ef694‰Roberto Enríquez‰male
90043c53f6b75307c46880abed1302db‰Manuel García‰male
e62a1bc6b76c18f45dc0de06881dace8‰Sánchez Burón‰unknown
e62a1bc6b76c18f45dc0de06881dace8‰María Victoria García Gómez de Agüero‰female
e62a1bc6b76c18f45dc0de06881dace8‰Francisco Javier Maqueda Lafuente‰male
e62a1bc6b76c18f45dc0de06881dace8‰Alfredo Rocafort Nicolau‰male
e62a1bc6b76c18f45dc0de06881dace8‰Juan Alfonso Cebrián Díaz‰male
08a9bb54c981355c09b5645d4ee675d4‰Carlos Hernández-Carrillo‰male
a737e60f7ae7294541d40476abc4c4b1‰Monu Mandal‰unknown
4d0ae60e61aace9bb4f25cf762d5c4f8‰Michael Atkinson‰male
0260bc53645dd4096a2f1d355215cf31‰Fernando Ramos‰male
0260bc53645dd4096a2f1d355215cf31‰Van der Rohe‰male
0260bc53645dd4096a2f1d355215cf31‰Cristian Cirici‰male
0260bc53645dd4096a2f1d355215cf31‰Mies van der Rohe‰male
0260bc53645dd4096a2f1d355215cf31‰Oriol Bohigas‰male
0260bc53645dd4096a2f1d355215cf31‰Ignasi de Solà-Morales‰male
82f27a9ba8b14fd20706252bdddd1d75‰Antonio Gisbert‰male
82f27a9ba8b14fd20706252bdddd1d75‰Raquel Sáez‰female
eccf8c924c80c5a33ac693b6485c66b5‰Alfonso Cano-‰male
eccf8c924c80c5a33ac693b6485c66b5‰Andrea Levy‰female
88ea62e32da141063747c5fd28706f85‰N Ursúa‰unknown
d6f94e21ba75c3ee9601ec4989ae812f‰Luis Morales Quesada‰male
51881ee68597d8ffc59c0586ce36d6fc‰Agustín Aguirre López‰male
51881ee68597d8ffc59c0586ce36d6fc‰Juan Miguel Sánchez Vigil‰male
51881ee68597d8ffc59c0586ce36d6fc‰María Olivera‰female
51881ee68597d8ffc59c0586ce36d6fc‰Sánchez Vigil‰unknown
51881ee68597d8ffc59c0586ce36d6fc‰Antonia Salvador‰female
89deb80575c15c00c759b616b792595f‰George Charles Beresford‰male
89deb80575c15c00c759b616b792595f‰Lázaro Galdiano‰male
89deb80575c15c00c759b616b792595f‰Luis Pastor‰male
1345de4a41f72be9c3af727d34f5bbce‰Jorge Casillas‰male
1345de4a41f72be9c3af727d34f5bbce‰Enrique Dans‰male
89056b6343805a26c6faaacf96597c56‰David Greenfield‰male
108c6e88910265bafa5f075308263c16‰Rolls Royce‰unknown
8b9e1ec52f30b8e44d4825b1a7975352‰Ignasi Miró‰male
8b9e1ec52f30b8e44d4825b1a7975352‰Moisés Roiz‰male
8b9e1ec52f30b8e44d4825b1a7975352‰Neal Spencer‰male
ba6022da1070eed84e0f7e07b4577ca0‰Roberto Castrovido‰male
42df3391c55b508774fc55dfc623503e‰Kimberley Whitehead‰female
756f5f4635074276852e85ef99467ac7‰Silvia García‰female
6d0afed432dba4b6af9b747fa1fcdfee‰Andrew Rivkin‰male
ec8d7d3359e39a1d2ebaf8c98740a425‰Carlos Barrera‰male
ec8d7d3359e39a1d2ebaf8c98740a425‰María José Canel‰female
e64d716319a544b65aac62b48e8038ad‰Ignacio Casanovas‰male
e64d716319a544b65aac62b48e8038ad‰Francesc Carceller‰male
75270e1f4058fc2d365458ed5f26a27d‰Gabriel de Castilla‰male
c7b0d27cdbbf74c1a8d5907c2e074950‰Pablo García‰male
77bd37824e74ac885154e4814d5e6674‰Pablo Serrano Basterra‰male
d9c855f6fb41f220bd1e2b5184bcc7c8‰Baxi Manresa‰unknown
6085120b37238c5b861f59e03bd62f39‰Jens Ormö‰male
6085120b37238c5b861f59e03bd62f39‰Sean Gulick‰male
20442e9a15dd779d2bf7c3c2046721ab‰Fariba Adelkhah‰female
20442e9a15dd779d2bf7c3c2046721ab‰Clotilde Reiss‰female
5ce9de1721c678082f79753ace7b8719‰Teresa Borelli‰female
a78baba94bbf89474cb2c41a43bc887c‰Courtney Kennedy Hill‰female
a78baba94bbf89474cb2c41a43bc887c‰Paul Michael Hill‰male
a22beeeee99f815566017c749537dfe0‰Sagrario Torres‰female
a22beeeee99f815566017c749537dfe0‰Marisa Chicote‰female
8423e5be8dc5daa448c318296b17dc23‰Al Qama‰male
8423e5be8dc5daa448c318296b17dc23‰Domené Sánchez‰unknown
4551eb508726b67c8ab54313c5a4ff68‰Murray Cox‰male
9e9251c19a512e15e289cb7a2452afa7‰Mark Elgar‰male
96064a0ac5c089e8d77aee1f90d3b5da‰Gregory Kercher‰male
302ad475c049a5aadea7811afda9d88f‰José Ignacio Palma‰male
302ad475c049a5aadea7811afda9d88f‰Marta Calvo‰female
302ad475c049a5aadea7811afda9d88f‰Jorge Ignacio Palma‰male
f5b6c069b6c6b1c913db62e944f5e8cd‰Joaquín Nguema del Monte‰unknown
4d076a2834324240426ee5c94b7ee5ef‰Pilar del Real‰female
09dd967543c9dc805434b21c2b46204d‰Jean-Pierre Cabestan‰male
ba39d8bf57e5f1d6ba888352cf2ea4c7‰Pablo Díaz‰male
ba39d8bf57e5f1d6ba888352cf2ea4c7‰Sílvia Sumell‰female
584da61b34239d6e36aaacbe98990c24‰Andy Prill‰male
eec9bebd8a67ec7392deadd7c61a8d38‰Fernando Peña‰male
fec7b56d0b587f942c0bc95fd73de495‰José Pérez-López Villamil‰male
c1385f68f8aee656107ade6a4b83826c‰Hassan Dashti‰male
c1385f68f8aee656107ade6a4b83826c‰Richa Saxena‰female
c1385f68f8aee656107ade6a4b83826c‰Marta Garaulet‰female
3425796f6c2ecec067b7dc5394685d54‰Lewis Lanier‰male
86a481c03ea54cde45a8b2cf43bea25f‰Valentín jajaja‰male
86a481c03ea54cde45a8b2cf43bea25f‰crack #A3Boom‰unknown
bc0a8c80049e5c7556d4fe4b8630ae02‰Lesley Strawderman‰andy
33b3ab2e06989b00390ac9b5408b566b‰Marc Argemí‰male
33b3ab2e06989b00390ac9b5408b566b‰Óscar Vilarroya‰male
33b3ab2e06989b00390ac9b5408b566b‰James Tracy‰male
75f675fad9db0d06f13172b68042939c‰Roberto González Echevarría‰male
6dc24d8bd67d36d6501a7f061bbab2f4‰Moraleja Green‰unknown
dabba8a4afbeab15ca9677cac657790d‰Fernando Troyano‰male
dabba8a4afbeab15ca9677cac657790d‰Adrián Baltanás‰male
686d99926510728cb5b6b75467a0832a‰Iker Jiménez‰male
264fcdfb0d4110551e3ccbb67a41c282‰Josep Albors‰male
a73d96dd7c893baedc5c55d47f47cfed‰Peter Thiel‰male
7cff3eb001bb9a2ff28996a9de89031c‰Benoit Lehallier‰unknown
7cff3eb001bb9a2ff28996a9de89031c‰Tony Wyss-Coray‰male
7a85a7d58454ca2f519ac144c00044b8‰Daniel Rokhsar‰male
518773b3df2c3ee14fb4edcaef671d3d‰Pablo Poo‰male
518773b3df2c3ee14fb4edcaef671d3d‰José Ángel Murcia‰male
518773b3df2c3ee14fb4edcaef671d3d‰Roger Bacon‰male
e7a21e73b05ffd0a2189e134aa060edd‰Matthew Knight‰male
0d2d452378d19aa7561700d503272966‰José Ramón Pin‰male
1cbdddc88d7e860b1520476cd27d5b55‰Paul Mahaffy‰male
5830fc29c0a5ac911ee29f28ee7a0cbe‰Richard Landry‰male
aa104bec9e9b2a493788fc46ac874f7d‰Yeap Ban Har‰unknown
6b110260ea45cf66c4c09bc2940240b4‰Yaniv Berman‰male
6b110260ea45cf66c4c09bc2940240b4‰Ronen Hazan‰male
6b110260ea45cf66c4c09bc2940240b4‰Yuval Gadot‰male
6b110260ea45cf66c4c09bc2940240b4‰Itai Gutman‰male
6b110260ea45cf66c4c09bc2940240b4‰Michael Kutstein‰male
5817ec6107bd8e1846a274ba3ee3327c‰Sánchez Romero‰unknown
07a6897389b41d2d26bf8c98652d245f‰Joaquín Edó‰unknown
07a6897389b41d2d26bf8c98652d245f‰Martín López Agudo‰male
07a6897389b41d2d26bf8c98652d245f‰Roca Carbonell‰unknown
d9bf88b1c51a456f2c7be3059fd239da‰George Charles Beresford‰male
d9bf88b1c51a456f2c7be3059fd239da‰Cécil Villeneuve‰male
d9bf88b1c51a456f2c7be3059fd239da‰Jeanne Mathilde Herbelin‰female
764e5e18f9e71bea521f096c35014d20‰Bienvenido Mena‰male
7ebc31144c49569456acc9c8a8f04a5b‰Owen O´Donell‰male
